Time	Temp_C	L0F1-200_1	L0F2-200_1	L0F3-200_1	L0F4-200_1	L0F5-200_1	L1F1-200_1	L1F2-200_1	L1F3-200_1	L1F4-200_1	L1F5-200_1	L0F1-200_2	L0F2-200_2	L0F3-200_2	L0F4-200_2	L0F5-200_2	L1F1-200_2	L1F2-200_2	L1F3-200_2	L1F4-200_2	L1F5-200_2	L0F1-200_3	L0F2-200_3	L0F3-200_3	L0F4-200_3	L0F5-200_3	L1F1-200_3	L1F2-200_3	L1F3-200_3	L1F4-200_3	L1F5-200_3
0:00:00	25.0	0.04	0.045	0.039	0.04	0.04	0.04	0.042	0.039	0.04	0.040999999999999995	0.04	0.045	0.04	0.04	0.04	0.04	0.049	0.039	0.039	0.043	0.039	0.048	0.04	0.040999999999999995	0.039	0.04	0.05	0.039	0.04	0.04
0:15:43	25.0	0.04	0.051	0.039	0.04	0.039	0.04	0.049	0.039	0.04	0.052000000000000005	0.04	0.052000000000000005	0.04	0.04	0.04	0.04	0.049	0.039	0.039	0.054000000000000006	0.039	0.05	0.04	0.04	0.039	0.04	0.05	0.04	0.04	0.053
0:31:26	25.1	0.039	0.051	0.039	0.04	0.039	0.04	0.049	0.039	0.04	0.054000000000000006	0.04	0.052000000000000005	0.04	0.04	0.04	0.04	0.05	0.039	0.039	0.054000000000000006	0.039	0.05	0.04	0.04	0.039	0.04	0.05	0.04	0.04	0.054000000000000006
0:47:09	25.0	0.039	0.051	0.039	0.04	0.039	0.04	0.049	0.039	0.04	0.053	0.04	0.053	0.04	0.04	0.04	0.04	0.05	0.039	0.039	0.055	0.039	0.051	0.04	0.04	0.039	0.04	0.051	0.04	0.04	0.054000000000000006
1:02:51	25.0	0.039	0.053	0.039	0.04	0.039	0.04	0.05	0.039	0.04	0.054000000000000006	0.04	0.054000000000000006	0.04	0.04	0.04	0.04	0.051	0.039	0.039	0.055	0.039	0.052000000000000005	0.04	0.04	0.039	0.04	0.051	0.039	0.04	0.054000000000000006
1:18:34	25.0	0.039	0.054000000000000006	0.039	0.04	0.039	0.04	0.051	0.039	0.04	0.057	0.04	0.055	0.04	0.04	0.04	0.04	0.052000000000000005	0.039	0.039	0.057	0.039	0.053	0.04	0.04	0.039	0.04	0.052000000000000005	0.039	0.039	0.055
1:34:17	25.0	0.039	0.055	0.039	0.04	0.039	0.04	0.052000000000000005	0.039	0.04	0.055999999999999994	0.04	0.055999999999999994	0.04	0.04	0.04	0.04	0.053	0.039	0.039	0.057999999999999996	0.039	0.054000000000000006	0.04	0.04	0.039	0.04	0.053	0.04	0.04	0.055999999999999994
1:50:00	25.0	0.039	0.055999999999999994	0.039	0.04	0.039	0.04	0.052000000000000005	0.039	0.04	0.057999999999999996	0.04	0.057999999999999996	0.04	0.04	0.04	0.04	0.054000000000000006	0.039	0.039	0.059000000000000004	0.039	0.055	0.04	0.04	0.039	0.04	0.054000000000000006	0.039	0.04	0.057
2:05:43	25.0	0.039	0.057	0.039	0.04	0.039	0.04	0.053	0.039	0.04	0.059000000000000004	0.04	0.059000000000000004	0.04	0.04	0.04	0.04	0.055	0.039	0.039	0.061	0.039	0.057	0.04	0.04	0.039	0.04	0.055	0.039	0.04	0.059000000000000004
2:21:25	25.0	0.039	0.059000000000000004	0.039	0.04	0.039	0.04	0.054000000000000006	0.039	0.04	0.061	0.04	0.061	0.04	0.04	0.04	0.04	0.055999999999999994	0.039	0.039	0.063	0.039	0.057999999999999996	0.04	0.04	0.039	0.04	0.057	0.039	0.04	0.06
2:37:08	25.1	0.039	0.06	0.039	0.04	0.039	0.04	0.055999999999999994	0.039	0.04	0.062	0.04	0.063	0.04	0.04	0.04	0.04	0.057	0.039	0.039	0.064	0.039	0.06	0.04	0.04	0.039	0.04	0.057999999999999996	0.039	0.039	0.062
2:52:51	25.1	0.039	0.062	0.039	0.04	0.039	0.04	0.057	0.039	0.04	0.064	0.04	0.064	0.04	0.04	0.04	0.04	0.059000000000000004	0.039	0.039	0.066	0.039	0.061	0.04	0.04	0.039	0.04	0.059000000000000004	0.039	0.039	0.064
3:08:34	25.1	0.039	0.064	0.039	0.04	0.039	0.04	0.057999999999999996	0.039	0.04	0.066	0.04	0.067	0.04	0.04	0.04	0.04	0.06	0.039	0.039	0.069	0.039	0.063	0.04	0.04	0.039	0.04	0.061	0.04	0.04	0.065
3:24:17	25.1	0.039	0.066	0.039	0.04	0.039	0.04	0.059000000000000004	0.039	0.04	0.068	0.04	0.069	0.04	0.04	0.04	0.04	0.062	0.039	0.039	0.071	0.039	0.065	0.04	0.04	0.039	0.04	0.062	0.039	0.039	0.066
3:39:59	25.1	0.039	0.068	0.039	0.04	0.039	0.04	0.061	0.039	0.04	0.07	0.04	0.071	0.04	0.04	0.04	0.04	0.063	0.039	0.039	0.073	0.039	0.067	0.04	0.04	0.039	0.04	0.064	0.039	0.039	0.067
3:55:42	25.1	0.039	0.07	0.039	0.04	0.039	0.04	0.062	0.039	0.04	0.07200000000000001	0.04	0.073	0.04	0.04	0.04	0.04	0.065	0.039	0.039	0.075	0.039	0.069	0.04	0.04	0.039	0.04	0.066	0.039	0.039	0.069
4:11:25	25.1	0.039	0.07200000000000001	0.039	0.04	0.039	0.04	0.064	0.039	0.04	0.07400000000000001	0.04	0.076	0.04	0.04	0.04	0.04	0.067	0.039	0.039	0.078	0.039	0.077	0.04	0.04	0.039	0.04	0.067	0.039	0.039	0.071
4:27:07	25.1	0.039	0.075	0.039	0.04	0.039	0.04	0.066	0.039	0.04	0.077	0.04	0.079	0.04	0.04	0.039	0.04	0.069	0.039	0.039	0.08199999999999999	0.039	0.07400000000000001	0.04	0.04	0.039	0.04	0.07	0.039	0.039	0.073
4:42:50	25.1	0.039	0.078	0.039	0.04	0.039	0.04	0.068	0.039	0.04	0.08	0.04	0.08199999999999999	0.04	0.04	0.039	0.04	0.07200000000000001	0.039	0.039	0.085	0.039	0.077	0.04	0.04	0.039	0.04	0.07200000000000001	0.039	0.039	0.075
4:58:32	25.0	0.039	0.081	0.039	0.04	0.039	0.04	0.07	0.039	0.04	0.083	0.04	0.086	0.04	0.04	0.04	0.04	0.07400000000000001	0.039	0.039	0.08900000000000001	0.039	0.08	0.04	0.04	0.039	0.04	0.075	0.039	0.04	0.077
5:14:15	25.1	0.039	0.084	0.039	0.04	0.039	0.04	0.073	0.039	0.04	0.087	0.04	0.08900000000000001	0.04	0.04	0.04	0.04	0.077	0.039	0.039	0.09300000000000001	0.039	0.084	0.04	0.04	0.039	0.04	0.077	0.039	0.039	0.08
5:29:58	25.1	0.039	0.08800000000000001	0.039	0.04	0.039	0.04	0.075	0.039	0.04	0.091	0.04	0.094	0.04	0.04	0.04	0.04	0.08	0.039	0.039	0.098	0.039	0.091	0.04	0.04	0.039	0.04	0.08	0.039	0.039	0.083
5:45:41	25.1	0.039	0.092	0.039	0.04	0.039	0.04	0.078	0.039	0.04	0.096	0.04	0.099	0.04	0.04	0.04	0.04	0.084	0.039	0.039	0.10300000000000001	0.039	0.092	0.04	0.04	0.039	0.04	0.083	0.039	0.039	0.086
6:01:23	25.1	0.039	0.095	0.039	0.04	0.039	0.04	0.08199999999999999	0.039	0.04	0.10099999999999999	0.04	0.10300000000000001	0.04	0.04	0.039	0.04	0.087	0.039	0.039	0.11	0.039	0.096	0.04	0.04	0.039	0.04	0.087	0.039	0.039	0.09
6:17:06	25.0	0.039	0.1	0.039	0.04	0.039	0.04	0.085	0.039	0.04	0.107	0.04	0.109	0.04	0.04	0.04	0.04	0.092	0.039	0.039	0.11699999999999999	0.039	0.10099999999999999	0.04	0.04	0.039	0.04	0.091	0.039	0.04	0.094
6:32:49	25.1	0.039	0.10400000000000001	0.039	0.04	0.039	0.04	0.08900000000000001	0.039	0.04	0.113	0.04	0.114	0.04	0.04	0.04	0.04	0.096	0.039	0.039	0.124	0.039	0.107	0.04	0.04	0.039	0.04	0.096	0.039	0.039	0.099
6:48:32	25.1	0.039	0.11	0.039	0.04	0.039	0.04	0.09300000000000001	0.039	0.04	0.11900000000000001	0.04	0.122	0.04	0.04	0.04	0.04	0.10099999999999999	0.039	0.039	0.131	0.039	0.11199999999999999	0.04	0.04	0.039	0.04	0.10099999999999999	0.039	0.039	0.10300000000000001
7:04:14	25.1	0.039	0.115	0.039	0.04	0.039	0.04	0.098	0.039	0.04	0.128	0.04	0.126	0.04	0.04	0.04	0.04	0.106	0.039	0.039	0.141	0.039	0.11900000000000001	0.04	0.04	0.039	0.04	0.106	0.039	0.039	0.109
7:19:57	25.1	0.039	0.12	0.039	0.04	0.039	0.04	0.10300000000000001	0.039	0.040999999999999995	0.13699999999999998	0.04	0.134	0.04	0.04	0.04	0.04	0.113	0.039	0.039	0.15	0.039	0.126	0.04	0.04	0.039	0.04	0.111	0.039	0.039	0.115
7:35:40	25.1	0.039	0.127	0.039	0.04	0.039	0.04	0.10800000000000001	0.039	0.040999999999999995	0.146	0.04	0.14300000000000002	0.04	0.04	0.039	0.04	0.11800000000000001	0.039	0.039	0.162	0.039	0.131	0.04	0.04	0.039	0.04	0.11699999999999999	0.039	0.039	0.122
7:51:23	25.1	0.039	0.134	0.039	0.04	0.039	0.04	0.114	0.039	0.040999999999999995	0.157	0.04	0.152	0.04	0.04	0.039	0.04	0.125	0.039	0.039	0.175	0.039	0.141	0.04	0.04	0.039	0.04	0.124	0.039	0.039	0.129
8:07:05	25.1	0.039	0.142	0.039	0.04	0.039	0.04	0.121	0.039	0.040999999999999995	0.168	0.04	0.162	0.04	0.04	0.04	0.04	0.133	0.039	0.039	0.18899999999999997	0.039	0.152	0.04	0.04	0.039	0.04	0.131	0.039	0.039	0.138
8:22:48	25.0	0.039	0.151	0.039	0.04	0.039	0.04	0.128	0.039	0.040999999999999995	0.182	0.04	0.17300000000000001	0.04	0.04	0.04	0.04	0.141	0.039	0.039	0.20600000000000002	0.039	0.158	0.04	0.04	0.039	0.04	0.139	0.039	0.039	0.14800000000000002
8:38:31	25.0	0.039	0.159	0.039	0.04	0.039	0.04	0.135	0.039	0.040999999999999995	0.196	0.04	0.183	0.04	0.04	0.04	0.04	0.149	0.039	0.039	0.223	0.039	0.16699999999999998	0.04	0.04	0.039	0.04	0.147	0.039	0.039	0.157
8:54:14	25.1	0.039	0.16899999999999998	0.039	0.039	0.039	0.04	0.142	0.039	0.040999999999999995	0.212	0.04	0.19699999999999998	0.04	0.04	0.04	0.04	0.158	0.039	0.039	0.24	0.039	0.17800000000000002	0.04	0.04	0.039	0.04	0.155	0.039	0.039	0.16899999999999998
9:09:56	25.1	0.039	0.179	0.039	0.04	0.039	0.04	0.15	0.039	0.040999999999999995	0.22899999999999998	0.04	0.209	0.04	0.04	0.04	0.04	0.16699999999999998	0.039	0.039	0.261	0.039	0.215	0.04	0.04	0.039	0.04	0.16399999999999998	0.039	0.039	0.18100000000000002
9:25:39	25.1	0.039	0.19	0.039	0.039	0.039	0.04	0.159	0.039	0.040999999999999995	0.249	0.04	0.22399999999999998	0.04	0.04	0.039	0.04	0.177	0.039	0.039	0.282	0.039	0.2	0.04	0.04	0.039	0.04	0.174	0.039	0.039	0.19699999999999998
9:41:22	25.1	0.039	0.2	0.039	0.04	0.039	0.04	0.16899999999999998	0.039	0.042	0.26899999999999996	0.04	0.24100000000000002	0.04	0.04	0.039	0.04	0.188	0.039	0.039	0.307	0.039	0.21100000000000002	0.04	0.04	0.039	0.04	0.183	0.039	0.039	0.214
9:57:05	25.1	0.039	0.21	0.039	0.04	0.039	0.04	0.179	0.039	0.042	0.292	0.04	0.256	0.04	0.04	0.04	0.04	0.201	0.039	0.039	0.336	0.039	0.226	0.04	0.04	0.039	0.04	0.195	0.039	0.039	0.231
10:12:48	25.1	0.039	0.21600000000000003	0.039	0.04	0.039	0.04	0.19	0.039	0.042	0.316	0.04	0.27399999999999997	0.04	0.04	0.04	0.04	0.21	0.039	0.039	0.359	0.039	0.244	0.04	0.04	0.039	0.04	0.205	0.039	0.039	0.252
10:28:30	25.1	0.039	0.22899999999999998	0.039	0.04	0.039	0.04	0.2	0.039	0.042	0.34	0.04	0.293	0.04	0.04	0.039	0.04	0.222	0.039	0.039	0.385	0.039	0.255	0.04	0.04	0.039	0.04	0.218	0.039	0.039	0.27
10:44:13	25.1	0.039	0.242	0.039	0.039	0.039	0.04	0.21100000000000002	0.039	0.042	0.366	0.04	0.312	0.04	0.04	0.04	0.04	0.23399999999999999	0.039	0.039	0.41200000000000003	0.039	0.273	0.04	0.04	0.039	0.04	0.23	0.039	0.039	0.289
10:59:56	25.1	0.039	0.256	0.039	0.039	0.039	0.04	0.22399999999999998	0.039	0.043	0.395	0.04	0.335	0.04	0.04	0.04	0.04	0.249	0.039	0.039	0.439	0.039	0.318	0.04	0.04	0.039	0.04	0.242	0.039	0.039	0.312
11:15:38	25.1	0.039	0.271	0.039	0.039	0.039	0.04	0.23600000000000002	0.039	0.043	0.419	0.04	0.355	0.04	0.04	0.039	0.04	0.262	0.039	0.039	0.462	0.039	0.312	0.04	0.04	0.039	0.04	0.254	0.039	0.039	0.33399999999999996
11:31:21	25.1	0.039	0.28800000000000003	0.039	0.039	0.039	0.04	0.248	0.039	0.043	0.439	0.04	0.37799999999999995	0.04	0.04	0.04	0.04	0.273	0.039	0.039	0.478	0.039	0.335	0.04	0.04	0.039	0.04	0.267	0.039	0.039	0.35200000000000004
11:47:04	25.1	0.039	0.304	0.039	0.039	0.039	0.04	0.26	0.039	0.043	0.46	0.04	0.401	0.04	0.04	0.039	0.04	0.28600000000000003	0.039	0.039	0.496	0.039	0.353	0.04	0.04	0.039	0.04	0.27899999999999997	0.039	0.039	0.37
12:02:47	25.1	0.039	0.32	0.039	0.039	0.039	0.04	0.273	0.039	0.044000000000000004	0.48200000000000004	0.04	0.423	0.04	0.04	0.039	0.04	0.3	0.039	0.039	0.518	0.039	0.37799999999999995	0.04	0.04	0.039	0.04	0.292	0.039	0.039	0.389
12:18:29	25.1	0.039	0.33899999999999997	0.039	0.039	0.039	0.04	0.285	0.039	0.044000000000000004	0.499	0.04	0.44799999999999995	0.04	0.04	0.039	0.04	0.313	0.039	0.039	0.537	0.039	0.4	0.04	0.04	0.039	0.04	0.305	0.039	0.039	0.40399999999999997
12:34:12	25.1	0.039	0.358	0.039	0.039	0.039	0.04	0.298	0.039	0.044000000000000004	0.513	0.04	0.47	0.04	0.04	0.039	0.04	0.32299999999999995	0.039	0.039	0.546	0.039	0.423	0.04	0.04	0.039	0.04	0.316	0.039	0.039	0.41700000000000004
12:49:55	25.1	0.039	0.37799999999999995	0.039	0.039	0.039	0.04	0.311	0.039	0.045	0.528	0.04	0.49200000000000005	0.04	0.04	0.039	0.04	0.335	0.039	0.039	0.5589999999999999	0.039	0.43799999999999994	0.04	0.04	0.039	0.04	0.32899999999999996	0.039	0.039	0.429
13:05:37	25.1	0.039	0.396	0.039	0.04	0.039	0.04	0.32299999999999995	0.039	0.045	0.541	0.04	0.516	0.04	0.04	0.04	0.04	0.348	0.039	0.039	0.5720000000000001	0.039	0.46	0.04	0.04	0.039	0.04	0.341	0.039	0.039	0.44299999999999995
13:21:20	25.1	0.039	0.414	0.039	0.039	0.039	0.04	0.336	0.039	0.046	0.5529999999999999	0.04	0.539	0.04	0.04	0.039	0.04	0.358	0.039	0.039	0.583	0.039	0.484	0.04	0.04	0.039	0.04	0.35200000000000004	0.039	0.039	0.456
13:37:03	25.1	0.039	0.433	0.039	0.039	0.039	0.04	0.34600000000000003	0.039	0.046	0.562	0.04	0.563	0.04	0.04	0.04	0.04	0.368	0.039	0.039	0.595	0.039	0.506	0.04	0.04	0.039	0.04	0.363	0.039	0.039	0.465
13:52:45	25.0	0.039	0.45	0.039	0.039	0.039	0.04	0.35700000000000004	0.039	0.046	0.5760000000000001	0.04	0.59	0.04	0.04	0.039	0.04	0.379	0.039	0.039	0.605	0.039	0.524	0.04	0.04	0.039	0.04	0.374	0.039	0.039	0.475
14:08:28	25.1	0.039	0.469	0.039	0.039	0.039	0.04	0.364	0.039	0.047	0.586	0.04	0.61	0.04	0.04	0.039	0.04	0.392	0.039	0.039	0.62	0.039	0.5489999999999999	0.04	0.04	0.039	0.04	0.386	0.039	0.039	0.486
14:24:11	25.1	0.039	0.488	0.039	0.039	0.039	0.04	0.373	0.039	0.048	0.598	0.04	0.633	0.04	0.04	0.04	0.04	0.402	0.039	0.039	0.629	0.039	0.5720000000000001	0.04	0.04	0.039	0.04	0.395	0.039	0.039	0.495
14:39:54	25.1	0.039	0.508	0.039	0.039	0.039	0.04	0.38299999999999995	0.039	0.048	0.605	0.04	0.6509999999999999	0.04	0.04	0.039	0.04	0.41	0.039	0.039	0.634	0.039	0.588	0.04	0.04	0.039	0.04	0.40299999999999997	0.039	0.039	0.5
14:55:37	25.1	0.039	0.525	0.039	0.039	0.039	0.04	0.39	0.039	0.049	0.614	0.04	0.672	0.04	0.04	0.039	0.04	0.42	0.039	0.039	0.643	0.039	0.631	0.04	0.04	0.039	0.04	0.41200000000000003	0.039	0.039	0.509
15:11:19	25.1	0.039	0.5429999999999999	0.039	0.039	0.039	0.04	0.39799999999999996	0.039	0.05	0.621	0.04	0.691	0.04	0.04	0.039	0.04	0.429	0.039	0.039	0.652	0.039	0.628	0.04	0.04	0.039	0.04	0.42200000000000004	0.039	0.039	0.519
15:27:02	25.1	0.039	0.5589999999999999	0.039	0.039	0.039	0.04	0.40299999999999997	0.039	0.05	0.632	0.04	0.711	0.04	0.04	0.04	0.04	0.44	0.039	0.039	0.665	0.039	0.65	0.04	0.04	0.039	0.04	0.431	0.039	0.039	0.528
15:42:45	25.0	0.039	0.579	0.039	0.039	0.039	0.04	0.409	0.039	0.051	0.639	0.04	0.726	0.04	0.04	0.04	0.04	0.446	0.039	0.039	0.6679999999999999	0.039	0.6709999999999999	0.04	0.04	0.039	0.04	0.43700000000000006	0.039	0.039	0.5329999999999999
15:58:27	25.1	0.039	0.5920000000000001	0.039	0.039	0.039	0.04	0.41600000000000004	0.039	0.052000000000000005	0.645	0.04	0.743	0.04	0.04	0.039	0.04	0.45299999999999996	0.039	0.039	0.6759999999999999	0.039	0.6809999999999999	0.04	0.04	0.039	0.04	0.444	0.039	0.039	0.54
16:14:10	25.1	0.039	0.61	0.039	0.039	0.039	0.04	0.42100000000000004	0.039	0.053	0.655	0.04	0.76	0.04	0.04	0.039	0.04	0.461	0.039	0.039	0.6859999999999999	0.039	0.6990000000000001	0.04	0.04	0.039	0.04	0.451	0.039	0.039	0.547
16:29:53	25.1	0.039	0.624	0.039	0.039	0.039	0.04	0.42700000000000005	0.039	0.054000000000000006	0.662	0.04	0.774	0.04	0.04	0.039	0.04	0.467	0.039	0.039	0.696	0.039	0.715	0.04	0.04	0.039	0.04	0.45799999999999996	0.039	0.039	0.5529999999999999
16:45:35	25.1	0.039	0.639	0.039	0.039	0.039	0.04	0.431	0.039	0.055	0.672	0.04	0.79	0.04	0.04	0.039	0.04	0.475	0.039	0.039	0.703	0.039	0.731	0.04	0.04	0.039	0.04	0.46399999999999997	0.039	0.039	0.5589999999999999
17:01:18	25.1	0.039	0.652	0.039	0.039	0.039	0.039	0.436	0.039	0.055999999999999994	0.679	0.04	0.804	0.04	0.04	0.039	0.04	0.483	0.039	0.039	0.71	0.038	0.7440000000000001	0.04	0.04	0.039	0.04	0.47	0.039	0.039	0.5670000000000001
17:17:01	25.1	0.039	0.6659999999999999	0.039	0.039	0.039	0.04	0.441	0.039	0.057	0.685	0.04	0.818	0.04	0.04	0.039	0.04	0.488	0.039	0.039	0.721	0.039	0.7609999999999999	0.04	0.04	0.039	0.04	0.47600000000000003	0.039	0.039	0.573
17:32:43	25.1	0.039	0.6779999999999999	0.039	0.039	0.039	0.04	0.445	0.039	0.059000000000000004	0.696	0.04	0.8340000000000001	0.04	0.04	0.039	0.04	0.496	0.039	0.039	0.728	0.039	0.78	0.04	0.04	0.039	0.04	0.48200000000000004	0.039	0.039	0.58
17:48:26	25.1	0.039	0.69	0.039	0.039	0.039	0.04	0.449	0.039	0.06	0.7020000000000001	0.04	0.846	0.04	0.04	0.039	0.04	0.502	0.039	0.039	0.7390000000000001	0.039	0.7879999999999999	0.04	0.04	0.039	0.04	0.488	0.039	0.039	0.585
